Edad,Ingresos mensuales,Dependientes,Porcentaje de endeudamiento,Situación Laboral,Nivel Educativo,Estado Civil,Puntaje de Crédito,Incumplimientos Previos,Monto del Préstamo,Provincias,Calificación de Riesgo
68,7854.833333333333,3.0,0.3133739311252095,Desempleado,Universitario,Viudo,620.0,0.0,29538.0,Ciudad Real,Bajo
21,2223.1666666666665,1.0,0.2592023390059225,Autónomo,Secundario,Casado,749.0,4.0,6915.0,Lugo,Bajo
26,5814.416666666667,3.0,0.5670818224814757,Empleado,Secundario,Soltero,785.0,4.0,39567.0,Cáceres,Alto
66,6825.166666666667,0.0,0.532551097653293,Desempleado,Universitario,Soltero,676.0,4.0,43617.0,Salamanca,Bajo
37,3143.0,4.0,,Desempleado,Universitario,Viudo,705.0,3.0,27544.0,Asturias,Bajo
45,2525.333333333333,4.0,0.3218387011615628,Empleado,Universitario,Casado,628.0,2.0,9753.0,Segovia,Bajo
19,9250.5,0.0,0.4336071924040142,Desempleado,Secundario,Viudo,699.0,3.0,48133.0,Teruel,Bajo
20,4526.0,4.0,0.3478789217852408,Autónomo,Secundario,Divorciado,699.0,4.0,18894.0,Palencia,Bajo
31,5814.416666666667,1.0,0.2004070342396055,Desempleado,Universitario,Viudo,650.0,0.0,13983.0,Melilla,Bajo
20,8851.916666666666,2.0,0.4210387580844073,Autónomo,Universitario,Divorciado,762.0,0.0,44724.0,Ceuta,Alto
68,7519.083333333333,2.0,0.2886876724778064,Empleado,Universitario,Casado,659.0,0.0,26048.0,Madrid,Bajo
26,2094.25,1.0,1.193466236918547,Empleado,Secundario,Casado,750.0,0.0,29993.0,Valencia,Bajo
59,2931.25,0.0,0.8246481876332623,Empleado,Secundario,Viudo,670.0,1.0,29007.0,Sevilla,Alto
36,6470.416666666667,3.0,0.3515873526949578,Desempleado,Secundario,Viudo,721.0,0.0,27299.0,Murcia,Bajo
54,3444.25,2.0,0.8020372117780843,Desempleado,Secundario,Soltero,720.0,3.0,33149.0,Vizcaya,Bajo
37,7486.5,0.0,0.4079788062957768,Empleado,Universitario,Divorciado,660.0,4.0,36652.0,Zaragoza,Bajo
26,3977.0833333333335,0.0,0.7750445259298062,Desempleado,Universitario,Soltero,699.0,0.0,36989.0,Tarragona,Bajo
18,3826.0,3.0,,Desempleado,Secundario,Viudo,638.0,4.0,27544.0,Córdoba,Bajo
66,5025.75,1.0,,Desempleado,Secundario,Divorciado,688.0,4.0,27544.0,Girona,Bajo
49,5435.916666666667,2.0,0.1542211525195076,Autónomo,Secundario,Divorciado,744.0,0.0,10060.0,Almería,Alto
27,2743.333333333333,1.0,1.4033718104495747,Autónomo,Secundario,Viudo,733.0,1.0,46199.0,Toledo,Bajo
30,8971.916666666666,1.0,0.1757335389130899,Desempleado,Universitario,Divorciado,699.0,3.0,18920.0,Badajoz,Bajo
57,7129.333333333333,0.0,0.5696886104357584,Empleado,Secundario,Viudo,678.0,2.0,48738.0,Jaén,Bajo
40,9907.0,0.0,,Desempleado,Universitario,Divorciado,612.0,3.0,27544.0,Huelva,Bajo
44,5814.416666666667,0.0,,Autónomo,Universitario,Viudo,647.0,1.0,27544.0,Las Palmas,Bajo
58,3569.6666666666665,3.0,0.5512886357269586,Desempleado,Universitario,Divorciado,636.0,4.0,23615.0,Ciudad Real,Bajo
67,3395.1666666666665,4.0,0.314932992980217,Desempleado,Universitario,Soltero,736.0,1.0,12831.0,Lugo,Bajo
68,5835.166666666667,0.0,0.5455713918482763,Desempleado,Universitario,Casado,654.0,0.0,38202.0,Cáceres,Bajo
38,8880.833333333334,0.0,0.4618091395327015,Empleado,Universitario,Casado,750.0,1.0,49215.0,Guadalajara,Bajo
39,5814.416666666667,4.0,0.2501110744843994,Empleado,Universitario,Divorciado,793.0,4.0,17451.0,Burgos,Alto
49,2324.9166666666665,0.0,0.7109573819850173,Desempleado,Universitario,Soltero,693.0,0.0,19835.0,Asturias,Bajo
47,7739.083333333333,3.0,0.4634269777859135,Autónomo,Universitario,Divorciado,690.0,3.0,43038.0,Cantabria,Bajo
49,8826.083333333334,0.0,0.2170649495340515,Autónomo,Universitario,Soltero,766.0,0.0,22990.0,Albacete,Alto
48,2299.25,0.0,1.6672465659091733,Autónomo,Secundario,Viudo,772.0,0.0,46001.0,Huesca,Bajo
35,3081.9166666666665,1.0,,Autónomo,Universitario,Viudo,681.0,4.0,27544.0,Segovia,Bajo
52,9135.583333333334,1.0,0.2705537869320514,Autónomo,Universitario,Viudo,698.0,0.0,29660.0,Teruel,Bajo
39,5814.416666666667,0.0,0.4172960887449299,Empleado,Universitario,Soltero,626.0,2.0,29116.0,Palencia,Bajo
27,8181.583333333333,3.0,0.194929669277544,Empleado,Universitario,Viudo,616.0,2.0,19138.0,Zamora,Bajo
38,1872.5,0.0,1.40057854917668,Desempleado,Universitario,Divorciado,699.0,3.0,31471.0,Ceuta,Bajo
56,4910.833333333333,3.0,,Autónomo,Universitario,Soltero,610.0,2.0,27544.0,Madrid,Alto
66,8433.0,2.0,0.2123799359658484,Desempleado,Universitario,Casado,699.0,0.0,21492.0,Alicante,Bajo
53,5814.416666666667,3.0,,Empleado,Universitario,Soltero,699.0,0.0,27544.0,Murcia,Bajo
50,4168.916666666667,1.0,0.3398764667079776,Empleado,Universitario,Soltero,608.0,0.0,17003.0,Cádiz,Alto
41,3615.5,1.0,0.1654450744479786,Empleado,Universitario,Divorciado,610.0,0.0,7178.0,Vizcaya,Bajo
58,9281.5,2.0,,Empleado,Universitario,Soltero,631.0,0.0,27544.0,Zaragoza,Bajo
67,8808.416666666666,1.0,0.4021343222864495,Empleado,Universitario,Divorciado,737.0,1.0,42506.0,Tarragona,Bajo
58,8424.833333333334,4.0,0.423064749055372,Empleado,Universitario,Divorciado,745.0,2.0,42771.0,Córdoba,Bajo
26,5814.416666666667,1.0,0.5852837057314434,Autónomo,Universitario,Soltero,708.0,4.0,40837.0,Almería,Bajo
27,7673.666666666667,0.0,0.3092936883714869,Autónomo,Universitario,Viudo,603.0,1.0,28481.0,Badajoz,Bajo
47,6554.166666666667,3.0,0.2330324221233312,Autónomo,Universitario,Divorciado,649.0,0.0,18328.0,Navarra,Bajo
62,6016.25,2.0,0.6299189694577186,Empleado,Secundario,Soltero,606.0,1.0,45477.0,Castellón,Alto
32,5814.416666666667,0.0,,Autónomo,Universitario,Divorciado,658.0,4.0,27544.0,Valladolid,Bajo
22,5243.0,0.0,0.6021997584080361,Empleado,Secundario,Divorciado,765.0,3.0,37888.0,Islas Baleares,Bajo
51,1772.3333333333333,4.0,1.2582753432386684,Empleado,Universitario,Viudo,722.0,0.0,26761.0,Las Palmas,Bajo
43,2672.4166666666665,1.0,0.4984564532726309,Desempleado,Secundario,Divorciado,675.0,3.0,15985.0,Santa Cruz de Tenerife,Alto
53,5814.416666666667,4.0,0.4902899402347613,Autónomo,Universitario,Divorciado,787.0,0.0,34209.0,León,Bajo
36,9289.333333333334,4.0,0.1971167647480981,Desempleado,Universitario,Casado,761.0,1.0,21973.0,Ciudad Real,Bajo
37,5814.416666666667,3.0,0.4874808306938213,Desempleado,Universitario,Casado,688.0,4.0,34013.0,Lugo,Bajo
40,5928.5,4.0,0.2010486070113294,Empleado,Secundario,Viudo,777.0,4.0,14303.0,Cáceres,Bajo
49,8285.333333333334,1.0,0.4301979401351786,Autónomo,Secundario,Soltero,619.0,0.0,42772.0,Ourense,Bajo
35,7919.416666666667,1.0,0.1705302368650889,Desempleado,Universitario,Soltero,734.0,0.0,16206.0,Guadalajara,Bajo
60,7546.583333333333,2.0,0.361985004251372,Autónomo,Universitario,Soltero,704.0,4.0,32781.0,Asturias,Bajo
49,8088.833333333333,0.0,0.3312179341891084,Empleado,Universitario,Divorciado,735.0,2.0,32150.0,Cantabria,Bajo
26,1873.5,0.0,0.5015568009963527,Desempleado,Universitario,Soltero,756.0,4.0,11276.0,La Rioja,Alto
32,5814.416666666667,2.0,0.1112034741232281,Empleado,Universitario,Soltero,613.0,1.0,7759.0,Albacete,Bajo
33,5981.833333333333,2.0,0.5030369730573124,Autónomo,Universitario,Soltero,629.0,0.0,36109.0,Palencia,Bajo
57,4414.666666666667,1.0,0.3062518876472365,Empleado,Universitario,Casado,744.0,2.0,16224.0,Zamora,Alto
55,3828.25,0.0,,Empleado,Universitario,Soltero,708.0,0.0,27544.0,Melilla,Alto
45,4400.25,1.0,0.2088707081037062,Empleado,Secundario,Divorciado,747.0,0.0,11029.0,Ceuta,Alto
23,2960.25,0.0,0.2438983193986994,Autónomo,Secundario,Divorciado,667.0,4.0,8664.0,Barcelona,Bajo
52,5137.0,3.0,0.252287327233794,Desempleado,Secundario,Casado,609.0,0.0,15552.0,Valencia,Alto
51,8748.083333333334,2.0,0.1603208321822875,Desempleado,Secundario,Divorciado,602.0,0.0,16830.0,Alicante,Bajo
58,8406.25,2.0,0.2318711276332094,Empleado,Universitario,Soltero,781.0,3.0,23390.0,Málaga,Bajo
65,5814.416666666667,0.0,0.1323864532125607,Desempleado,Universitario,Viudo,702.0,1.0,9237.0,Murcia,Bajo
47,2462.833333333333,1.0,1.5009135819178454,Autónomo,Universitario,Divorciado,780.0,0.0,44358.0,A Coruña,Bajo
40,6402.583333333333,1.0,,Desempleado,Secundario,Casado,674.0,0.0,27544.0,Granada,Bajo
62,4206.833333333333,3.0,0.732003486391189,Desempleado,Universitario,Viudo,608.0,1.0,36953.0,Tarragona,Bajo
45,8080.666666666667,2.0,0.4256352611170695,Autónomo,Universitario,Casado,692.0,0.0,41273.0,Córdoba,Bajo
31,5732.166666666667,3.0,0.409574622743,Empleado,Universitario,Soltero,603.0,3.0,28173.0,Girona,Bajo
32,8250.25,4.0,,Autónomo,Universitario,Soltero,618.0,4.0,27544.0,Almería,Bajo
65,5814.416666666667,1.0,0.543433706448053,Autónomo,Universitario,Soltero,717.0,0.0,37917.0,Toledo,Bajo
39,3511.25,2.0,0.909884893793758,Autónomo,Universitario,Casado,632.0,0.0,38338.0,Badajoz,Bajo
27,5814.416666666667,0.0,0.4583721496854084,Desempleado,Universitario,Viudo,669.0,0.0,31982.0,Navarra,Bajo
48,5306.416666666667,2.0,0.2860844574964273,Desempleado,Universitario,Viudo,682.0,1.0,18217.0,Jaén,Bajo
69,1776.3333333333333,1.0,0.3353349596547194,Autónomo,Universitario,Viudo,699.0,4.0,7148.0,Huelva,Alto
68,5814.416666666667,2.0,0.623622318088659,Autónomo,Universitario,Viudo,658.0,3.0,43512.0,Valladolid,Bajo
69,5548.833333333333,2.0,0.3346799627549334,Desempleado,Universitario,Soltero,787.0,4.0,22285.0,Islas Baleares,Bajo
54,6909.916666666667,0.0,0.5604867400716361,Empleado,Universitario,Soltero,753.0,4.0,46475.0,Las Palmas,Bajo
49,5814.416666666667,0.0,0.2650595502558296,Empleado,Universitario,Divorciado,799.0,0.0,18494.0,Álava,Bajo
31,2400.0,3.0,1.1647222222222222,Autónomo,Secundario,Soltero,750.0,0.0,33544.0,Ciudad Real,Bajo
43,4728.666666666667,2.0,0.1872973354010996,Empleado,Universitario,Casado,717.0,3.0,10628.0,Lugo,Bajo
24,4670.333333333333,1.0,0.8841267575476411,Desempleado,Universitario,Casado,723.0,1.0,49550.0,Cáceres,Bajo
46,4196.083333333333,1.0,0.2830020058387782,Empleado,Universitario,Divorciado,681.0,3.0,14250.0,Ourense,Bajo
32,7153.0,2.0,0.2249871848641595,Autónomo,Universitario,Viudo,775.0,4.0,19312.0,Guadalajara,Bajo
21,3517.083333333333,3.0,,Autónomo,Universitario,Viudo,614.0,0.0,27544.0,Burgos,Bajo
53,6145.333333333333,4.0,0.2292796702104578,Desempleado,Universitario,Viudo,718.0,4.0,16908.0,Salamanca,Bajo
28,9580.083333333334,0.0,0.1419872826436791,Desempleado,Universitario,Casado,781.0,0.0,16323.0,Asturias,Bajo
18,9610.0,0.0,0.0975633021158515,Desempleado,Secundario,Casado,787.0,3.0,11251.0,Cantabria,Bajo
34,5814.416666666667,2.0,,Empleado,Universitario,Soltero,771.0,4.0,27544.0,La Rioja,Bajo
49,8240.416666666666,4.0,0.2135814329777013,Desempleado,Universitario,Divorciado,756.0,4.0,21120.0,Huesca,Bajo
56,5814.416666666667,1.0,0.4593180743267453,Desempleado,Secundario,Viudo,699.0,4.0,32048.0,Segovia,Bajo
19,8935.083333333334,2.0,0.3038024267634139,Desempleado,Secundario,Divorciado,686.0,0.0,32574.0,Teruel,Bajo
23,6455.583333333333,0.0,0.5791111053739011,Desempleado,Universitario,Soltero,678.0,4.0,44862.0,Soria,Bajo
25,2029.3333333333333,0.0,0.9918692509855452,Autónomo,Universitario,Soltero,795.0,0.0,24154.0,Melilla,Bajo
36,7565.25,2.0,0.340294989149951,Desempleado,Universitario,Divorciado,772.0,0.0,30893.0,Madrid,Alto
42,9827.666666666666,4.0,0.2650171285147373,Desempleado,Secundario,Casado,707.0,2.0,31254.0,Barcelona,Alto
34,3791.5833333333335,3.0,0.9688564583837008,Desempleado,Universitario,Casado,742.0,4.0,44082.0,Valencia,Bajo
53,2215.75,1.0,1.8779946594456356,Empleado,Secundario,Casado,626.0,2.0,49934.0,Málaga,Bajo
42,7953.25,4.0,0.5067110929494232,Desempleado,Secundario,Soltero,602.0,0.0,48360.0,Cádiz,Alto
61,3219.25,1.0,1.0863814035360202,Autónomo,Universitario,Divorciado,642.0,3.0,41968.0,Vizcaya,Bajo
42,9522.166666666666,2.0,0.0768470061085537,Empleado,Secundario,Soltero,656.0,0.0,8781.0,A Coruña,Bajo
29,5888.25,2.0,0.6687895384876661,Empleado,Universitario,Soltero,672.0,1.0,47256.0,Zaragoza,Bajo
62,5220.166666666667,1.0,0.5632163724019029,Desempleado,Universitario,Casado,794.0,1.0,35281.0,Tarragona,Bajo
57,7796.916666666667,0.0,,Desempleado,Universitario,Soltero,756.0,2.0,27544.0,Córdoba,Bajo
50,6992.5,3.0,0.513466809677035,Desempleado,Universitario,Divorciado,699.0,0.0,43085.0,Toledo,Bajo
44,5814.416666666667,0.0,0.5959898528083929,Empleado,Universitario,Divorciado,766.0,0.0,41584.0,Badajoz,Bajo
29,1973.6666666666667,0.0,1.0580138490119912,Desempleado,Secundario,Divorciado,650.0,1.0,25058.0,Navarra,Bajo
34,4173.833333333333,0.0,0.5164916343888512,Desempleado,Secundario,Viudo,752.0,4.0,25869.0,Jaén,Bajo
38,5452.916666666667,2.0,0.21887369144953,Desempleado,Universitario,Casado,739.0,4.0,14322.0,Castellón,Bajo
59,8048.833333333333,0.0,0.3662539084339345,Empleado,Universitario,Viudo,692.0,4.0,35375.0,Valladolid,Bajo
30,4144.166666666667,3.0,0.820249346470943,Desempleado,Universitario,Viudo,699.0,4.0,40791.0,Islas Baleares,Alto
48,4530.333333333333,4.0,0.5595614745051872,Desempleado,Universitario,Soltero,657.0,4.0,30420.0,Santa Cruz de Tenerife,Bajo
68,2439.833333333333,0.0,0.7638158344149191,Desempleado,Universitario,Viudo,788.0,2.0,22363.0,Álava,Bajo
56,7919.0,1.0,,Autónomo,Universitario,Casado,722.0,0.0,27544.0,Lugo,Bajo
38,8923.666666666666,4.0,0.2033076836875723,Desempleado,Secundario,Soltero,652.0,2.0,21771.0,Burgos,Bajo
40,3184.333333333333,2.0,0.9744321155657908,Desempleado,Universitario,Viudo,633.0,2.0,37235.0,Salamanca,Bajo
23,5199.916666666667,1.0,,Autónomo,Universitario,Casado,717.0,0.0,27544.0,Asturias,Bajo
51,2337.1666666666665,0.0,0.8845111602367539,Empleado,Universitario,Divorciado,699.0,1.0,24807.0,La Rioja,Bajo
23,1899.3333333333333,1.0,,Autónomo,Universitario,Casado,697.0,1.0,27544.0,Albacete,Bajo
68,5814.416666666667,3.0,0.4417468075043355,Autónomo,Universitario,Casado,744.0,2.0,30822.0,Segovia,Bajo
24,5814.416666666667,2.0,0.6149943387843435,Desempleado,Universitario,Casado,635.0,2.0,42910.0,Ávila,Bajo
49,8889.75,2.0,0.1670744396636576,Autónomo,Universitario,Divorciado,762.0,0.0,17823.0,Teruel,Bajo
36,5814.416666666667,1.0,0.3498774597623723,Autónomo,Universitario,Viudo,788.0,0.0,24412.0,Soria,Bajo
45,7433.416666666667,3.0,0.3879216600710754,Desempleado,Universitario,Soltero,756.0,2.0,34603.0,Zamora,Bajo
41,4654.0,2.0,0.3323127059160579,Empleado,Universitario,Divorciado,699.0,0.0,18559.0,Melilla,Alto
26,2348.083333333333,3.0,1.1701387656599354,Desempleado,Universitario,Casado,751.0,0.0,32971.0,Ceuta,Bajo
55,5814.416666666667,0.0,0.1974832671663824,Empleado,Secundario,Casado,748.0,1.0,13779.0,Barcelona,Alto
59,4540.666666666667,1.0,0.5133056819850242,Desempleado,Secundario,Soltero,699.0,0.0,27969.0,Valencia,Bajo
67,6443.833333333333,2.0,,Desempleado,Secundario,Divorciado,610.0,2.0,27544.0,Sevilla,Bajo
53,9204.333333333334,4.0,0.2317839423459964,Empleado,Universitario,Soltero,721.0,3.0,25601.0,Alicante,Bajo
68,5238.666666666667,0.0,0.7525928989564775,Autónomo,Universitario,Divorciado,699.0,4.0,47311.0,Málaga,Bajo
59,5814.416666666667,1.0,0.4841557622576068,Autónomo,Universitario,Divorciado,694.0,2.0,33781.0,Murcia,Bajo
23,9783.166666666666,1.0,0.3248607301657609,Desempleado,Universitario,Viudo,699.0,0.0,38138.0,Cádiz,Bajo
28,3256.0,0.0,0.3543970106470106,Desempleado,Universitario,Casado,616.0,4.0,13847.0,Vizcaya,Bajo
18,5814.416666666667,0.0,0.2524758860877417,Empleado,Universitario,Viudo,779.0,1.0,17616.0,Zaragoza,Alto
61,7262.25,4.0,0.195669386209508,Desempleado,Universitario,Soltero,753.0,2.0,17052.0,Tarragona,Alto
47,5536.166666666667,1.0,0.4911942679953036,Autónomo,Universitario,Viudo,627.0,0.0,32632.0,Córdoba,Bajo
30,5045.166666666667,1.0,0.3320339598956097,Autónomo,Universitario,Casado,706.0,0.0,20102.0,Girona,Alto
45,6277.75,4.0,0.5199978760967969,Empleado,Universitario,Casado,671.0,2.0,39173.0,Toledo,Bajo
50,1787.8333333333333,0.0,1.9957583667381371,Desempleado,Secundario,Divorciado,761.0,3.0,42817.0,Badajoz,Bajo
58,6948.25,0.0,0.5237769702203192,Autónomo,Universitario,Divorciado,741.0,2.0,43672.0,Jaén,Bajo
19,8426.666666666666,4.0,0.4324861550632911,Desempleado,Universitario,Divorciado,728.0,0.0,43733.0,Castellón,Bajo
50,2935.4166666666665,2.0,1.2106174591909156,Desempleado,Universitario,Viudo,652.0,4.0,42644.0,Valladolid,Bajo
62,5814.416666666667,4.0,,Autónomo,Universitario,Casado,652.0,2.0,27544.0,Islas Baleares,Alto
68,9987.833333333334,0.0,0.2660403490913945,Empleado,Universitario,Soltero,788.0,0.0,31886.0,Las Palmas,Bajo
69,2120.25,0.0,1.7775812600715324,Desempleado,Universitario,Casado,777.0,4.0,45227.0,Santa Cruz de Tenerife,Bajo
68,9639.0,1.0,,Autónomo,Universitario,Casado,699.0,0.0,27544.0,Álava,Bajo
58,2595.6666666666665,4.0,1.470913060228586,Empleado,Universitario,Soltero,728.0,4.0,45816.0,Cáceres,Bajo
60,8106.75,2.0,0.1834787882525878,Empleado,Universitario,Viudo,702.0,0.0,17849.0,Ourense,Bajo
61,8934.833333333334,0.0,0.244968195638792,Autónomo,Universitario,Soltero,606.0,0.0,26265.0,Guadalajara,Bajo
55,6184.166666666667,3.0,0.1464896914162511,Autónomo,Universitario,Casado,655.0,0.0,10871.0,Burgos,Bajo
39,2080.4166666666665,4.0,1.2313639094732625,Empleado,Universitario,Soltero,673.0,0.0,30741.0,Salamanca,Bajo
32,2980.833333333333,2.0,0.3597987140061504,Desempleado,Universitario,Soltero,699.0,3.0,12870.0,Asturias,Alto
22,3650.8333333333335,3.0,0.8676101346724492,Autónomo,Universitario,Casado,678.0,0.0,38010.0,La Rioja,Alto
53,4362.666666666667,1.0,0.7055508863080685,Autónomo,Universitario,Divorciado,699.0,0.0,36937.0,Huesca,Bajo
42,1957.0,0.0,0.3997615397717595,Empleado,Secundario,Divorciado,703.0,1.0,9388.0,Segovia,Bajo
19,1779.5,0.0,,Desempleado,Universitario,Divorciado,747.0,2.0,27544.0,Ávila,Bajo
31,2241.25,0.0,0.2281464956311582,Autónomo,Secundario,Viudo,608.0,0.0,6136.0,Palencia,Bajo
41,2804.5,1.0,1.3932667736376063,Empleado,Universitario,Viudo,699.0,0.0,46889.0,Zamora,Bajo
28,4463.0,2.0,0.4281126297707073,Desempleado,Universitario,Casado,699.0,1.0,22928.0,Melilla,Bajo
60,8293.5,4.0,,Desempleado,Secundario,Divorciado,741.0,4.0,27544.0,Madrid,Bajo
44,2696.9166666666665,3.0,0.9490776504032382,Empleado,Secundario,Viudo,699.0,4.0,30715.0,Sevilla,Bajo
41,7675.166666666667,4.0,0.2137412868341621,Desempleado,Universitario,Divorciado,651.0,4.0,19686.0,Alicante,Bajo
55,2874.75,3.0,0.6704061222715019,Empleado,Universitario,Soltero,699.0,0.0,23127.0,Málaga,Bajo
18,4539.75,0.0,,Empleado,Universitario,Viudo,633.0,4.0,27544.0,Murcia,Bajo
30,9452.5,3.0,0.1384466190602133,Desempleado,Universitario,Viudo,623.0,2.0,15704.0,A Coruña,Bajo
18,2602.583333333333,0.0,0.4693093400787679,Autónomo,Universitario,Casado,757.0,0.0,14657.0,Pontevedra,Bajo
23,9065.166666666666,0.0,0.1661947748708426,Autónomo,Universitario,Divorciado,775.0,0.0,18079.0,Granada,Bajo
41,8859.5,2.0,0.3389393682863969,Desempleado,Universitario,Soltero,769.0,0.0,36034.0,Tarragona,Bajo
41,5814.416666666667,3.0,0.1102432172903558,Autónomo,Universitario,Divorciado,699.0,0.0,7692.0,Córdoba,Bajo
63,2436.333333333333,2.0,1.0808934190723765,Empleado,Universitario,Soltero,677.0,1.0,31601.0,Girona,Bajo
29,5814.416666666667,1.0,0.4637180571281155,Desempleado,Universitario,Soltero,634.0,0.0,32355.0,Almería,Bajo
63,5814.416666666667,0.0,0.4558926805497829,Desempleado,Universitario,Soltero,672.0,4.0,31809.0,Badajoz,Bajo
50,4931.75,0.0,0.758740136192359,Empleado,Universitario,Soltero,695.0,0.0,44903.0,Castellón,Bajo
36,3952.1666666666665,3.0,0.6817146712773584,Desempleado,Secundario,Viudo,795.0,3.0,32331.0,Huelva,Bajo
39,2500.1666666666665,0.0,0.2363509099393373,Desempleado,Secundario,Viudo,701.0,2.0,7091.0,Valladolid,Alto
62,4377.083333333333,4.0,0.8197049024274156,Desempleado,Universitario,Soltero,771.0,1.0,43055.0,Islas Baleares,Bajo
67,4874.25,3.0,0.3341881657007061,Autónomo,Universitario,Viudo,682.0,0.0,19547.0,Las Palmas,Bajo
34,6814.916666666667,2.0,0.4333997725577471,Empleado,Secundario,Divorciado,727.0,3.0,35443.0,Santa Cruz de Tenerife,Bajo
65,8047.833333333333,1.0,0.2782736554352103,Autónomo,Secundario,Viudo,745.0,2.0,26874.0,León,Bajo
33,7153.416666666667,0.0,0.3969315362122995,Empleado,Universitario,Divorciado,774.0,0.0,34073.0,Lugo,Bajo
18,9677.666666666666,4.0,0.2148331209313539,Empleado,Universitario,Casado,751.0,0.0,24949.0,Cáceres,Alto
31,5814.416666666667,0.0,0.2645865879351611,Desempleado,Universitario,Viudo,648.0,1.0,18461.0,Ourense,Alto
24,9459.583333333334,2.0,0.1462537990573933,Desempleado,Secundario,Viudo,792.0,1.0,16602.0,Guadalajara,Bajo
28,1818.4166666666667,0.0,1.6085880573759224,Desempleado,Universitario,Viudo,641.0,2.0,35101.0,Burgos,Bajo
28,5814.416666666667,1.0,,Autónomo,Universitario,Viudo,636.0,0.0,27544.0,Salamanca,Bajo
54,5894.5,3.0,0.5962761896683348,Autónomo,Universitario,Soltero,699.0,4.0,42177.0,Cantabria,Bajo
21,6054.333333333333,2.0,0.6578483730661234,Empleado,Universitario,Viudo,771.0,2.0,47794.0,La Rioja,Bajo
32,2391.5,0.0,0.7000487838873789,Empleado,Secundario,Viudo,700.0,1.0,20090.0,Albacete,Bajo
43,2648.75,4.0,0.1803680981595092,Empleado,Secundario,Divorciado,671.0,2.0,5733.0,Huesca,Bajo
62,6390.833333333333,0.0,0.4179162863476333,Desempleado,Universitario,Soltero,768.0,0.0,32050.0,Segovia,Bajo
40,8131.833333333333,4.0,0.3730913488143305,Empleado,Universitario,Casado,664.0,4.0,36407.0,Ávila,Bajo
67,2282.75,2.0,,Desempleado,Secundario,Casado,692.0,2.0,27544.0,Teruel,Bajo
47,6995.333333333333,0.0,0.10545125321643,Desempleado,Universitario,Divorciado,622.0,4.0,8852.0,Soria,Bajo
61,9430.583333333334,0.0,,Empleado,Secundario,Viudo,699.0,0.0,27544.0,Zamora,Bajo
38,7181.416666666667,3.0,0.2638058878819174,Empleado,Universitario,Soltero,661.0,0.0,22734.0,Melilla,Bajo
32,2445.25,3.0,0.6181712844630747,Autónomo,Secundario,Viudo,725.0,3.0,18139.0,Madrid,Bajo
40,5254.0,2.0,0.3846117244004568,Autónomo,Secundario,Soltero,655.0,2.0,24249.0,Barcelona,Bajo
29,5814.416666666667,1.0,0.4869505396070113,Autónomo,Secundario,Casado,787.0,2.0,33976.0,Valencia,Bajo
38,3588.333333333333,3.0,,Autónomo,Universitario,Casado,765.0,0.0,27544.0,Alicante,Alto
37,4865.333333333333,2.0,0.3785797478761304,Empleado,Secundario,Divorciado,653.0,1.0,22103.0,Cádiz,Bajo
60,2891.1666666666665,2.0,1.238744451490171,Empleado,Secundario,Casado,699.0,0.0,42977.0,Vizcaya,Bajo
26,5473.166666666667,4.0,0.4567891835926794,Autónomo,Secundario,Soltero,687.0,0.0,30001.0,A Coruña,Bajo
55,5814.416666666667,2.0,0.3236925458271824,Empleado,Universitario,Soltero,690.0,4.0,22585.0,Zaragoza,Bajo
28,4015.8333333333335,0.0,0.2544718821332226,Desempleado,Universitario,Casado,676.0,0.0,12263.0,Pontevedra,Bajo
55,3056.333333333333,3.0,0.5383356963681972,Empleado,Universitario,Viudo,764.0,1.0,19744.0,Tarragona,Bajo
66,3482.0,1.0,1.0680164656327782,Empleado,Universitario,Soltero,617.0,1.0,44626.0,Córdoba,Bajo
51,7598.333333333333,0.0,0.0991116472910726,Empleado,Universitario,Soltero,774.0,0.0,9037.0,Girona,Bajo
66,7848.416666666667,3.0,0.2281351865025854,Desempleado,Universitario,Soltero,617.0,4.0,21486.0,Toledo,Bajo
69,2988.4166666666665,1.0,1.3511335434036975,Autónomo,Secundario,Divorciado,635.0,0.0,48453.0,Badajoz,Bajo
26,9060.666666666666,0.0,0.4298708704289603,Empleado,Universitario,Casado,758.0,0.0,46739.0,Navarra,Bajo
64,4857.666666666667,0.0,0.6026727509778357,Desempleado,Universitario,Soltero,797.0,4.0,35131.0,Jaén,Bajo
43,8620.25,0.0,,Empleado,Universitario,Viudo,769.0,1.0,27544.0,Castellón,Bajo
32,4462.5,4.0,0.7548459383753502,Empleado,Universitario,Divorciado,777.0,2.0,40422.0,Huelva,Bajo
34,2720.9166666666665,0.0,0.564239992649536,Desempleado,Secundario,Divorciado,699.0,3.0,18423.0,Valladolid,Bajo
24,5814.416666666667,2.0,,Empleado,Secundario,Soltero,792.0,3.0,27544.0,Islas Baleares,Bajo
22,7004.75,2.0,0.5228119014478271,Empleado,Universitario,Casado,630.0,1.0,43946.0,Álava,Bajo
31,9568.75,2.0,,Empleado,Universitario,Casado,699.0,1.0,27544.0,Ciudad Real,Bajo
51,8926.333333333334,0.0,0.0687385637999925,Empleado,Universitario,Soltero,746.0,3.0,7363.0,Cáceres,Bajo
56,4357.833333333333,0.0,0.4819290932038092,Empleado,Secundario,Divorciado,754.0,0.0,25202.0,Ourense,Bajo
